time,activity,appCat.builtin,call,circumplex.arousal,circumplex.valence,mood,screen,sms
2014-03-27,0.14829053656064528,9.809546666666666,1.0,-0.5,1.0,7.0,96.28112699115093,0.0
2014-03-28,0.11218869731800768,19.26621825396827,1.0,0.0,0.75,6.75,75.9276594217273,0.0
2014-03-29,0.12607506942792832,41.699133757961796,1.0,1.0,1.0,6.75,107.06015053103043,0.0
2014-03-30,0.050002669288337596,6.342385826771651,1.0,-0.2,0.25,5.8,43.452901417100925,0.0
2014-03-31,0.07254649006645172,8.833657407407408,1.0,0.4,0.4,6.4,50.600355264387645,0.0
2014-04-01,0.14079215484201238,6.8081020408163235,1.0,0.4,0.75,6.4,84.69151427859352,0.0
2014-04-02,0.14706022748475056,4.5992459016393425,1.0,-0.4,0.3333333333333333,6.0,122.36525926325048,0.0
2014-04-03,0.1573412698412698,9.544472000000011,1.0,0.4,0.0,5.4,66.20685527512902,0.0
2014-04-04,0.13877989048726838,6.554671957671962,1.0,0.75,0.6666666666666666,6.5,54.861511101546114,1.0
2014-04-05,0.15029831343020303,10.974013605442172,1.0,0.0,0.4,6.2,48.667180008888245,1.0
2014-04-06,0.08721111947339887,6.677882352941176,0.0,0.25,0.75,6.25,67.09592857814967,0.0
2014-04-07,0.12565511935667537,10.312548387096777,0.0,0.2,1.0,6.4,65.91710989291852,0.0
2014-04-08,0.11765497159315708,13.895665158371045,1.0,0.0,0.25,6.25,57.93870290120442,0.0
2014-04-09,0.16551672904404247,120.63169169960467,0.0,0.0,-0.5,5.25,80.03757969883905,0.0
2014-04-10,0.1338207834315732,10.215120772946861,0.0,0.2,0.6,6.4,68.26766666403987,0.0
2014-04-11,0.07151068346684088,90.01404629629631,1.0,-0.5,1.0,6.6,65.17566664059959,0.0
2014-04-12,0.08403201429421402,11.277169291338582,0.0,0.0,0.8,6.8,56.116915387373695,0.0
2014-04-13,0.09538332496422718,5.986367149758453,1.0,0.6,0.0,5.6,73.3220000186209,0.0
2014-04-14,0.08742418577600534,8.192883838383837,1.0,-0.4,0.8,6.6,76.06139805247486,0.0
2014-04-15,0.12005049713493486,9.843552301255226,1.0,0.2,1.0,6.8,57.008134915715175,0.0
2014-04-16,0.19809923260395693,11.553084337349398,1.0,0.0,1.0,7.0,46.26830922929864,1.0
2014-04-17,0.13106163600075882,5.685825641025642,1.0,-0.6,0.8,6.8,63.50589343954305,0.0
2014-04-18,0.07997912314877687,6.129669230769231,0.0,-0.6,0.8,6.6,64.1790543405906,0.0
2014-04-19,0.16716522568030542,138.42552941176467,1.0,0.4,0.4,5.8,51.26068310670449,1.0
2014-04-20,0.22026726549487374,14.202897810218975,0.0,0.4,1.0,6.4,87.62833139369657,0.0
2014-04-21,0.0702309086923999,10.106138211382115,1.0,-0.25,0.75,6.0,69.21834425457187,0.0
2014-04-22,0.16462706487320147,8.227836601307187,1.0,0.25,1.0,6.5,110.52143373690463,0.0
2014-04-23,0.11449388733473975,6.811747311827948,1.0,0.0,0.8,5.8,52.5351869079554,0.0
2014-04-24,0.08522280013775357,16.479210526315782,1.0,-0.6,0.6,6.6,66.04386665026348,0.0
2014-04-25,0.13467870198927026,12.210994152046778,1.0,0.2,0.2,5.6,43.523504594050415,1.0
2014-04-26,0.33257710575112787,7.202779411764704,1.0,0.25,1.0,7.0,42.294086412147216,0.0
2014-04-27,0.19347949106485993,6.381983193277306,1.0,0.0,0.75,6.0,66.69965788565185,0.0
2014-04-28,0.0853976874322089,14.378963235294115,1.0,-0.6,1.0,6.6,61.21990769826449,1.0
2014-04-29,0.07919763729171321,11.871219101123597,1.0,-0.4,1.0,6.0,63.39051041752101,0.0
2014-04-30,0.12199319253000575,9.718196531791907,1.0,-0.25,0.6666666666666666,6.25,59.62284465669429,0.0
2014-05-01,0.0955700386338233,7.49361855670103,0.0,-0.2,0.5,6.2,112.0761875038345,1.0
2014-05-02,0.1309995432502886,13.115564999999995,1.0,0.0,0.5,5.5,167.94349018966446,0.0
2014-05-03,0.08514009749880902,14.017084577114417,1.0,-0.4,0.2,5.6,44.274455297284,1.0
2014-05-04,0.11459872269952805,24.46189147286822,0.0,-0.8,-0.2,4.8,108.75581161526662,0.0
2014-05-05,0.03204185520361987,14.305829787234055,1.0,0.0,0.3333333333333333,6.0,35.10184616308947,0.0
